Date,Price
2025-10-10,586.2999877929688
2025-10-14,567.0999755859375
2025-10-15,584.0999755859375
2025-10-16,574.0999755859375
2025-10-17,557.5999755859375
2025-10-20,574.0
2025-10-21,574.0
2025-10-22,583.0999755859375
2025-10-23,574.5
2025-10-27,578.7000122070312
2025-10-28,570.0999755859375
2025-10-29,552.9000244140625
2025-10-30,559.9000244140625
2025-10-31,564.5999755859375
2025-11-04,560.0999755859375
2025-11-05,557.2999877929688
2025-11-06,555.5
2025-11-07,550.0
2025-11-10,560.9000244140625
2025-11-11,557.5
2025-11-12,574.0
2025-11-13,566.5999755859375
2025-11-14,557.4000244140625
2025-11-17,550.9000244140625
2025-11-18,535.5
2025-11-19,532.4000244140625
2025-11-20,535.2999877929688
2025-11-21,533.2999877929688
2025-11-25,523.9000244140625
